GeoFIPS,Region,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
31039,Cuming County,354120,421491,407204,403723,431744,465979,452471,431450,469902,591236,735351,608352,735709,842894,910997,966943,830936,840280,813848,771543,900536,950222,1154192
31041,Custer County,298289,283988,345367,285451,296642,264598,360889,414112,413131,482473,629812,601682,744380,752154,787922,841871,662673,655036,667477,721730,812596,839035,989068
31043,Dakota County,1058253,674674,719996,736356,845301,941981,915149,956786,1000633,1054558,1096924,1099704,1113954,1184904,1282394,1339222,1463664,1550704,1616964,1607802,1916066,2166652,2280332
31045,Dawes County,171146,189268,203635,200071,214603,219428,235476,236084,232864,250451,285052,278703,275776,309970,311696,308701,284043,279167,289666,317947,333980,329123,366424
31047,Dawson County,719051,768009,798766,778538,875525,980691,986958,996700,972537,1054725,1177860,1210135,1353509,1438295,1481627,1494787,1447853,1490998,1549746,1620058,1906861,1963985,2192709
31049,Deuel County,43986,43861,62299,45244,42187,39860,56467,56559,51466,48907,93311,72238,80646,76797,79822,83806,66730,93057,85910,79684,96098,135038,110122
31051,Dixon County,120606,131233,132193,142343,153009,131550,141647,173661,189985,224582,221763,200483,208437,197262,194590,184807,175300,198380,271978,302075,418626,452271,483388
31053,Dodge County,1048785,1052839,1077522,1155438,1193891,1325620,1363599,1428875,1451367,1500724,1635220,1643842,1739953,1771286,1835638,1850516,1962272,2084076,2097887,2253623,2625950,2835773,3038811
31055,Douglas County,22520855,23401530,24768204,26575332,28465605,30555751,32358456,32064487,32714918,34284552,37097885,38303748,38081022,41980556,44305608,44903186,48132749,49662657,51320758,51439075,55149853,63904457,68042820
31057,Dundy County,49559,44859,61052,54312,64231,66519,91915,101797,89333,118997,132729,135031,151790,147017,166918,165342,168020,165987,180898,194313,203235,233454,243033
31059,Fillmore County,173024,182797,195567,204404,192495,169405,243230,290678,262620,270488,370751,377420,437730,370329,361460,314059,354000,360586,375778,377279,513522,512424,571231
31061,Franklin County,56554,48330,75507,79101,76075,70096,84582,96015,92651,87378,113980,111021,123440,99071,87661,77342,75881,75008,83205,101479,137095,129329,160198
31063,Frontier County,75977,62149,86550,79454,84804,70910,88050,93663,102459,107227,140769,127003,142164,122837,122688,109852,88718,80352,86997,101764,137454,163264,177985
31065,Furnas County,132727,109924,162947,142227,166125,141801,189416,246121,226881,276506,327058,246115,304814,274721,257514,232539,249851,244764,236548,288765,348285,370300,438327
31067,Gage County,580391,577743,621983,689990,720297,753465,730134,779795,767922,816644,931154,885556,954361,907259,884570,866502,862227,943595,975864,1025131,1254856,1385539,1486787
31069,Garden County,35939,40130,57943,50648,52750,59273,70328,75240,59758,59633,94793,63376,77273,85205,79884,75028,78048,75797,76950,78066,87668,99261,103571
31071,Garfield County,39773,45175,48480,49243,54984,55488,60139,60070,59855,68019,92684,82503,102066,109281,121461,112456,73287,74448,83066,92773,92073,95008,117170
31073,Gosper County,43761,30738,56793,52251,57475,53280,75213,71380,70682,73219,101406,96535,130926,109531,99128,83144,80378,79880,80325,86859,118432,124830,145756
31075,Grant County,10829,10749,14249,14261,16975,14588,12842,12805,12444,18307,23019,16106,24934,36817,47210,39057,33540,31213,26969,28041,29577,28223,40914
31077,Greeley County,53657,45379,58536,60302,66272,48624,54998,52754,57450,61370,92325,95820,118833,103273,109870,88592,92186,98021,110307,107216,146320,151661,184687
31079,Hall County,1732426,1827786,1937460,2027343,2249668,2430007,2518692,2666143,2763140,2888408,2943781,3152950,3350534,3261372,3342537,3456731,3450115,3576656,3649823,3752658,4338614,4658040,5109690
31081,Hamilton County,218626,237284,263797,288433,305584,324360,381943,462818,530660,578616,602921,529247,579640,514811,551104,553403,588816,626921,647370,678321,855704,878032,945881
31083,Harlan County,66995,55419,81337,81647,83198,73235,109835,134523,135307,138516,187876,162410,218876,201677,201293,182313,165329,189387,185933,173646,218233,223385,267801
31085,Hayes County,23647,16359,34608,31211,40624,39084,52562,69347,48810,58522,75946,72305,95754,93175,97200,90937,60757,72260,79990,89469,112392,135183,128804
31087,Hitchcock County,56099,48539,65653,61558,76900,68868,97374,99494,96046,106203,125006,120508,133483,125213,118921,111939,137212,127063,144637,141950,195134,239525,233899
31089,Holt County,237564,253080,299591,319770,315490,309008,380887,408031,356167,423500,538208,562940,636087,661801,666610,614852,642379,620882,659398,703510,818650,856831,918064
31091,Hooker County,14682,18129,19155,17668,18301,19314,20929,20968,22045,26077,30092,27311,41674,54951,54685,48213,28318,34449,31031,30853,31394,34870,39303
31093,Howard County,101002,102472,118733,109888,122700,110807,125874,128257,132081,145642,191739,176753,210968,207468,226937,231724,203962,205568,231007,232328,275447,287386,317373
31095,Jefferson County,215803,211592,247444,266645,301783,330887,313560,326283,300075,327974,403486,385503,439603,501477,444112,433656,442522,427830,449628,472891,562691,578283,626940
31097,Johnson County,86574,94743,122129,131452,119260,122365,131485,160280,209098,246030,177347,181139,177102,173953,176023,159485,167851,176185,186647,192350,229772,257486,266350
31099,Kearney County,157816,176901,199234,215632,233041,290008,341252,323614,321104,313993,376340,412722,490574,463386,456314,410264,338602,333589,353206,348378,434023,481281,563300
31101,Keith County,205232,210711,238627,230093,237927,222216,268286,285239,270934,284200,336463,358619,388095,378131,398207,400462,366504,381155,398072,415193,477262,508962,536866
31103,Keya Paha County,12766,16098,19894,19089,21174,17776,18415,16162,11493,21883,39184,44024,52657,65455,58435,42845,30586,28005,30747,37866,35746,44288,47295
31105,Kimball County,89281,84954,112534,111226,120646,125843,142209,132053,120717,133639,165089,163011,163577,171140,153796,153022,149210,165889,165704,183701,194806,249793,250570
31107,Knox County,182360,174992,217799,226398,234087,202939,237861,232102,258045,315011,398708,337886,336197,351327,366540,368656,399795,388785,448707,516674,755139,790637,843934
31109,Lancaster County,9939442,10217480,10777449,11228745,12193958,12892320,13434274,13172944,13189577,13671212,13889518,14406412,14971843,16064797,17045920,17661210,18813151,19598267,20455453,20927978,22462625,24915897,26934845
31111,Lincoln County,1195486,1249016,1372349,1477405,1497340,1566454,1662297,1725301,1798002,1796324,1944732,2144551,2375387,2348821,2439706,2501048,2378036,2340991,2325027,2265463,2607994,2903226,3178522
31113,Logan County,15222,14896,20154,18740,19499,14860,19236,19991,17161,22838,34253,31176,39792,42925,45256,39725,29927,33746,29108,32722,32759,33778,44928
31115,Loup County,6148,6908,11805,11674,13225,8964,6925,7542,7411,11164,14489,19732,30351,41327,48007,48350,38412,39321,35001,31594,32678,34640,48694
31117,McPherson County,4402,9261,11484,10621,10772,9791,5948,5944,7085,12919,18256,14645,22345,33928,36184,30567,25676,19894,21488,26590,22107,24086,38493
31119,Madison County,1245835,1327705,1385125,1431387,1463876,1487757,1543464,1680110,1676085,1771404,1884543,1972638,2021885,2158866,2224047,2237273,2321106,2460214,2555380,2534345,2777256,2922609,3125486
31121,Merrick County,148466,149904,192410,230902,233141,243568,247486,246337,270242,295320,350776,369366,442514,565857,523496,495148,396060,394563,416811,380222,462555,487404,552321
31123,Morrill County,94159,112511,143208,142191,158852,201633,210104,216551,188071,215429,296943,250705,316334,662004,707428,604736,645184,632270,528854,546326,373023,390394,448436
31125,Nance County,67132,61191,74933,82173,85319,76239,94150,102454,102633,128905,171569,147049,145421,135530,122357,103697,142550,133569,118668,125269,189641,195237,250252
31127,Nemaha County,375522,350285,371213,507780,413230,431217,456164,479509,542591,519315,567533,577501,728192,609723,639619,727824,688783,574435,637627,640650,816799,912829,1021516
31129,Nuckolls County,108100,104266,145265,138113,136246,158856,161870,197653,188785,172361,217449,218415,264500,271820,298352,256690,251094,248907,260984,249009,332258,354284,441620
31131,Otoe County,463786,442435,548901,646969,618333,667136,683536,788617,1072004,1044859,1163713,1218552,1346958,1143889,1140882,1303832,1252638,1225817,1222444,1319538,1493164,1689295,1661559
31133,Pawnee County,52567,45396,56288,69878,67779,67531,76136,90003,80001,82215,114302,99322,100617,95810,99621,84117,102239,114352,110404,117051,153250,155242,171671
31135,Perkins County,96972,78926,125714,117319,116178,109114,164131,233804,198312,214663,302857,277921,300436,248713,227975,220261,249841,254602,309632,315858,398614,509000,432072
31137,Phelps County,405001,466202,482458,484151,487966,540322,570855,629507,637004,676970,762719,781392,900411,839999,915106,921111,789547,796780,805257,821364,941586,968185,1091081
31139,Pierce County,140285,130171,160184,183265,187087,207290,229196,212262,205302,247791,298876,281228,310158,304842,322311,313868,318789,336999,346422,330190,464300,568550,679801
31141,Platte County,1069990,1142804,1229662,1351149,1351986,1496017,1667593,1702860,1702468,1873123,2214961,2371812,2530682,2426504,2361288,2376506,2374316,2517739,2747374,2791215,3191096,3386878,3736456
31143,Polk County,133862,134107,150529,169395,174815,199625,250711,244322,239715,217491,264199,256069,277059,281125,250470,252185,289145,282542,274096,267931,370509,399934,442555
31145,Red Willow County,299099,290642,331509,338753,370436,361847,419101,459593,442644,466478,522497,572377,577799,567855,551398,537593,482725,501692,541070,573261,638640,710919,785573
31147,Richardson County,209168,178819,214664,242127,240312,251380,217837,227686,239325,234167,302958,276726,325513,305116,292659,289277,335475,369721,371115,372391,480211,475132,493287
31149,Rock County,38163,44433,48316,47609,46515,43379,44727,42832,36282,66916,81295,74524,88414,107289,110915,105949,82470,83970,87829,95988,100115,104240,128135
31151,Saline County,385964,400684,450825,488622,528501,588508,565244,676851,664990,576596,695295,747902,757166,738325,785496,799602,822520,992560,1052762,1067394,1171296,1174464,1286100
31153,Sarpy County,3436610,3878185,4204093,4507876,4849916,5077838,5291247,5434841,5551491,5801240,5976718,6331670,6486931,6876981,7412070,7872284,8360537,9066624,9478048,9938710,11141144,11843435,13050711
31155,Saunders County,312299,321776,343954,390502,396290,392458,439985,477773,528176,546883,641861,578757,624555,605498,646373,649661,668279,734795,744810,783987,943463,987912,1100460
31157,Scotts Bluff County,949673,989452,1048248,1071491,1130201,1163050,1210420,1280877,1269224,1298987,1433734,1526509,1531872,1649590,1690399,1791384,1736915,1771775,1801691,1838011,1949493,2078757,2258212
31159,Seward County,367653,369810,418392,443543,452163,471334,538111,558308,513201,565972,673370,670029,722263,709938,732030,683346,739019,797892,764319,757105,876093,977680,1060423
31161,Sheridan County,105365,126288,140904,130232,142718,136971,137435,154289,143705,144761,192385,199274,211316,244782,232279,233223,224071,224144,279165,320453,387397,365803,409323
31163,Sherman County,52478,47804,68516,70183,73240,64566,79661,76243,78434,77600,101152,114831,130719,125315,122561,109524,96506,95208,108040,111432,152904,153594,176813
31165,Sioux County,14706,26162,34134,30564,30774,35192,35632,36651,29269,43695,67548,61134,71669,99632,105558,101002,86185,81807,70687,64590,79217,84634,104634
31167,Stanton County,113439,125386,130691,161628,172668,177492,193478,214414,227899,231726,308015,256177,241484,243667,241063,236235,229663,232966,295749,269050,385846,433740,464982
31169,Thayer County,162458,153973,192752,199433,226492,215206,257351,292118,244962,254632,343982,403397,480839,386439,371265,346611,363027,371969,388548,375575,468485,516751,598239
31171,Thomas County,14534,16165,17696,17181,18152,18174,19011,19146,20435,25788,31903,26300,39141,52431,57362,45857,33179,35458,34032,34412,36168,39932,44358
31173,Thurston County,158659,167968,195258,204371,214568,221198,240193,264047,285576,317246,377304,342084,356875,350659,367956,358091,372102,382378,403895,428859,498506,546557,662109
31175,Valley County,111905,121778,137781,153962,149990,169082,190239,299382,266859,276650,268622,235260,279642,255868,250508,283497,268988,290554,312784,304343,344535,365871,408054
31177,Washington County,604623,636998,700015,787686,785190,909929,974869,1003963,1078582,1180817,1290166,1340942,1305484,1342515,1330880,1357261,1150646,1293889,1306592,1343643,1624520,1688270,1850653
31179,Wayne County,220720,220473,250125,269372,272712,259440,305117,319764,321966,368689,415028,350847,356018,329106,343468,349427,407665,413721,442637,488576,599960,772008,806750
31181,Webster County,86740,79448,104945,104183,109402,97318,121183,147827,132632,139342,176252,176747,217784,224733,260162,254879,174877,190744,217313,212870,287236,362114,430608
31183,Wheeler County,40381,64008,59398,48620,55695,51095,34373,44360,43881,67342,94624,84855,105583,139931,150927,151334,95268,94486,103600,80900,100307,95955,129269
31185,York County,401971,418647,469608,517553,535012,541004,612097,659193,659346,661130,773590,818309,865615,790221,770550,729641,722981,772997,869124,903748,1072496,1179803,1286524
32000,Nevada,80968626,85540988,91365029,104132046,117165142,126613448,132045444,130570872,122471236,125149048,128638377,130238235,133592513,136918418,145786826,153317988,163199058,172547939,184611084,176296282,201705682,227320591,245978823
32001,Churchill County,638002,641415,659200,724081,777622,798252,809810,829257,792148,830458,869539,856686,875988,922109,931247,966960,1071321,1104984,1185052,1226927,1370052,1446556,1549345
32003,Clark County,56502133,60274327,64786759,74622635,85105077,92117801,96503061,94768158,87479422,87185993,89714650,90817158,94682035,98126038,105276923,110729420,116332382,125512670,134457866,124255821,143037066,164029159,178388313
32005,Douglas County,1450169,1543588,1628131,1787072,1930389,1965124,2038099,1968070,1891204,2015493,2006196,2039846,2248268,2351069,2423162,2395367,2558347,2555055,2669802,2631286,3110512,3288886,3546982
32007,Elko County,1242167,1229055,1294759,1503720,1701911,1947657,2001742,2203208,2040752,2459953,2798873,2873670,2679226,2498817,2328622,2387744,2619171,2724274,2848587,2919945,3173107,3372050,3493055
32009,Esmeralda County,23289,22944,24800,26504,26091,34926,31124,41115,33579,46855,59116,63569,70924,60782,50442,53853,54603,41061,38278,41123,51687,51793,57996
32011,Eureka County,513426,564422,621226,718640,836722,1251995,1333301,1646642,1667667,2032374,2301735,1961910,1556126,1208963,962344,1119676,1464343,1248426,1287468,1592230,1672661,1647814,1611599
32013,Humboldt County,578284,525334,602392,730816,808831,1070975,1054738,1199148,1303689,1555004,1692904,1511429,1402084,1266232,1076222,1083114,1190055,1142196,1307649,1498587,1659922,1714942,1800202
32015,Lander County,252334,268687,286641,316954,372558,478608,454871,594811,674888,891582,1059728,928162,792277,690512,590235,656142,819614,734585,800588,912519,1042159,1067576,1078307
32017,Lincoln County,96229,101521,101002,100796,97806,102551,110312,120547,128840,136941,140572,142471,142877,137050,145767,147289,150386,155316,171398,174774,194312,196463,193642
32019,Lyon County,762877,812436,851502,989883,1095599,1214123,1238661,1199000,1159998,1129777,1177101,1233171,1285128,1367912,1305122,1360396,1464747,1563802,1684583,1684171,1929023,2174416,2316703
32021,Mineral County,121577,125847,136208,157770,156717,154830,155596,170335,179566,205308,200261,165903,159596,165685,164861,179257,195117,207944,231537,240563,268476,267104,256006
32023,Nye County,700988,770423,848776,979948,1122863,1239249,1309001,1333069,1337268,1542389,1521490,1519681,1450686,1436776,1410168,1429008,1585646,1648498,1734569,1873978,2073182,2227956,2459930
32027,Pershing County,146181,146311,162520,177134,181064,211497,236026,245129,199912,242209,326904,324499,295332,298033,263434,241741,298432,276278,286950,374957,446823,435054,430495
32029,Storey County,158644,163452,177129,182234,181880,240286,338775,352356,445055,479799,467303,521900,563895,728103,1098892,813884,1449325,1734554,1912849,2202202,2601553,2783249,2849631
32031,Washoe County,15337214,15828860,16573439,18318149,19796262,20533629,21006063,20357709,19572661,20501345,20428919,21379426,21671755,22083231,24136769,26083215,27911779,27739342,29485589,30089965,34193651,37378917,40298753
32033,White Pine County,237135,245285,252524,298330,369412,456793,478045,529763,529935,650016,804217,731873,618695,559913,510298,525362,636332,607858,642818,786543,854133,856329,870770
32510,Carson City,2207979,2277081,2358020,2497379,2604337,2795150,2946217,3012553,3034651,3243551,3068869,3166880,3097619,3017194,3112317,3145560,3397457,3551097,3865502,3790688,4027362,4382327,4777092
33000,New Hampshire,47037284,49109643,51609698,54545652,56914639,60152707,61984781,62095285,63052244,65310796,66557337,68411998,70897422,73455113,77385782,79759713,81179571,83859403,87868178,88527655,99092629,106488014,114100826
33001,Belknap County,1987055,2080117,2131577,2185716,2251959,2240307,2342943,2248621,2263415,2290426,2391986,2451847,2592911,2538280,2692211,2846861,2883380,3019101,3028004,3103821,3374559,3591018,3871336
33003,Carroll County,1507513,1619552,1658924,1713520,1769214,1790093,1862306,1779868,1830225,1893272,1996012,2066109,2144296,2067291,2165935,2276615,2298916,2376426,2383478,2461832,2589957,2856655,3057923
33005,Cheshire County,2202187,2274935,2353488,2537235,2660483,2844054,2921556,2926502,2963409,2999739,3047955,3185028,3260120,3431168,3677249,3700534,3790789,3886935,4078224,4130912,4520086,4674913,4968503
33007,Coos County,912717,912274,970165,1009093,1043801,1040743,1054229,1072184,1091699,1131064,1109631,1135869,1187679,1192139,1232924,1296019,1259972,1303220,1316449,1331297,1455788,1598784,1716064
33009,Grafton County,3626926,3860908,4097731,4252322,4477614,4614281,4871103,5099680,5148524,5371145,5311888,5444258,5741947,5954568,6239912,6500964,6546178,6866890,7071667,7188680,7993285,8644096,9372986
33011,Hillsborough County,15067836,15786262,17044021,17974396,18710581,19764809,20370169,20620262,20653015,20858757,21651163,21954520,22758478,23662077,24900853,25561852,25959140,26917908,28258148,28628021,32349765,34499830,36596890
33013,Merrimack County,6301246,6509344,6415058,6623692,6930844,7705962,7859371,7896132,8367040,9009114,8801326,8897250,8845825,9204299,9236439,9591974,9725499,10089412,10449403,10297585,11003721,12157411,12899255
33015,Rockingham County,11007544,11588519,12337329,13369868,13991154,15014696,15298834,14771335,14949062,15721723,16085487,16837192,17785073,18506294,19940083,20567311,21226840,21782292,23297153,23501115,27281783,29339562,31857875
33017,Strafford County,3406388,3380677,3505966,3703693,3842738,3887718,4087778,4401627,4482398,4679471,4797959,4972608,5048953,5339922,5634733,5811694,5889718,5993534,6306033,6169259,6698728,7205686,7708282
33019,Sullivan County,1017871,1097056,1095438,1176117,1236252,1250043,1316492,1279076,1303458,1356085,1363931,1467317,1532140,1559073,1665444,1605888,1599139,1623684,1679621,1715134,1824956,1920059,2051712
34000,New Jersey,372819215,385045572,399996453,415490849,436064402,457681474,474539640,493289354,481452697,491228981,494292805,516098249,534212116,543824141,565807675,578651417,590086737,619340188,643317653,631552251,695443247,758288749,806665232
34001,Atlantic County,10432718,10900289,11197028,11582682,12477462,13516327,14151124,14542444,12871933,12622393,13205923,13290570,13598441,13787773,13834962,13614567,13521560,13936714,14493724,13821698,15668696,17304483,18726628
34003,Bergen County,48361154,49435945,51029436,53066817,55084741,57288594,59875920,62419023,61844677,63069696,63473061,65459120,67132613,69096724,72606724,74188269,76088755,79403910,83284085,81603187,89310396,95915091,100991060
34005,Burlington County,16509329,17419113,18473941,19372185,20533165,21504353,22022107,23126091,22763984,23106953,23462207,24192981,25046573,25276157,26357073,26987759,27798933,28630022,29704015,30352457,33389491,36235769,38658502
34007,Camden County,15901238,16596452,17608548,18165511,19162286,19976495,20577617,21447979,20770752,20847938,20539655,21356043,21998584,22231168,22993760,23851340,24743652,25691665,26583161,25922982,28449283,30690146,32624784
34009,Cape May County,3373710,3593866,3799281,4040552,4315100,4400875,4511755,4576351,4237877,4636723,4596118,4549133,4755544,5051415,5058481,5141165,5398534,5560454,5637839,5667326,6321784,7040753,7772540
34011,Cumberland County,4028861,4164985,4441507,4751106,4998893,5109054,5241676,5480731,5500504,5474553,5428424,5622445,5720450,5828589,6104897,6339924,6267992,6556285,6738113,6664339,7319168,7748472,8208721
34013,Essex County,36390474,37619493,38615523,41365727,42068495,43555684,43902649,45754884,45234177,46235377,46450069,47394836,48946998,48511369,51104809,52166038,53055236,55581334,58323960,54388130,59579527,66257790,71113706
34015,Gloucester County,7815845,8005343,8871993,9237114,9731385,10083084,11574138,13587031,10724560,11217116,11298516,12249328,12047677,13337322,13610597,13224671,13431268,15124161,15763290,14256431,15984629,17220266,18444021
34017,Hudson County,24875510,26175759,26100239,27259877,29912339,31722475,32016739,31788433,32589057,33531683,33422853,35897850,37884472,39001950,41737957,42610423,45389568,48442836,50202009,48455125,53617869,59047764,62202146
34019,Hunterdon County,5205189,5533865,5735209,6146437,6193957,6430159,6475590,6751558,6706086,6673401,6590213,6943398,7034777,7318838,7263263,7437328,7714157,7672794,8023844,7826146,8388279,8930345,9529916
34021,Mercer County,19023552,19827559,20623687,21356331,22614693,23501451,23972304,25261109,24809800,25417714,25917911,28132455,28774712,29354707,30231841,31817826,32454071,34207520,38564549,40124295,45567475,50364581,53002639
34023,Middlesex County,38492231,39297296,40122834,42222419,43728104,45996239,49006878,51497326,49543332,50404161,50613457,53214458,54774650,56068428,58638854,60749996,61348124,64454021,65720866,65167146,72816323,78803130,83665033
34025,Monmouth County,22359226,24052640,24771317,25715142,27395819,28321461,29520345,30687594,29742908,29895946,29651583,30854086,31883379,32767520,34072634,34918049,35467851,37224528,38679066,38770870,43049380,47033562,50490009
34027,Morris County,33057790,33688962,34989116,36489692,38490445,41010522,43043483,44367795,44586908,46889172,47659257,50303097,51557000,50167542,52099649,53106522,53752092,56620039,57876154,57418800,62913146,68302659,71442386
34029,Ocean County,11973429,12840704,13669785,14444279,15276628,16217493,16841910,17068715,16925257,17463588,17835400,18642820,19555514,20108722,20848343,21493557,22182030,22260879,23321774,24003819,25968214,27813157,30149370
34031,Passaic County,15064155,15463092,16215483,16814826,17800221,18598277,19337270,20558284,19493149,19903636,19994179,20359529,20725744,21365862,21500335,21523673,21355030,22720117,23194074,21620517,24110868,25749825,27490190
34033,Salem County,3905779,3798357,4226791,4903554,5276673,5789860,5201046,5218754,5947071,5812270,5745874,5480893,5788028,5708408,5566941,4986372,5158294,5162735,5369146,5768964,6421595,6836582,7890950
34035,Somerset County,19949480,20527699,22405094,22777714,24505605,27087234,29723129,29803558,28740911,28372848,28027341,29211429,32719048,34091920,36626955,38086864,38605414,40930170,41878521,41706382,44882332,49670701,53270778
34037,Sussex County,3126497,3340236,3519939,3741883,3993384,4168408,4169181,4446044,4241112,4382289,4400988,4469353,4655327,4808394,4808437,5100223,5084788,5204017,5353479,5215848,5651261,6201144,6651473
34039,Union County,29823050,29382794,30030838,28483905,28830584,29562362,29352588,30580192,29866964,30854800,31716539,34183446,35351105,35700204,36450753,37142907,37114724,39781399,40279010,38682038,41543873,46048147,48582858
34041,Warren County,3149997,3381122,3548865,3553096,3674423,3841066,4022193,4325457,4311679,4416725,4263237,4290977,4261478,4241129,4290409,4163943,4154661,4174587,4326975,4115750,4489657,5074382,5757520
35000,New Mexico,55660208,57718299,62867912,70593439,74130868,78008249,81100279,84339718,82641322,84862582,87055999,87680955,88773300,92523357,90779449,90475963,93210058,98838223,103821007,100656362,112978472,128138768,135009620
35001,Bernalillo County,22316079,23278050,24794184,27510693,28308844,29606398,30525350,31156163,31561911,31395385,31545341,32080159,32283003,33583552,34821636,35930371,36493928,37952066,39756434,40175735,43594782,47669704,50934260
35003,Catron County,54759,58546,62583,65984,69522,77803,70658,67746,68105,70843,74843,81531,80649,87253,87372,86806,84780,90068,84304,96198,105281,135990,140486
35005,Chaves County,1339671,1332620,1351837,1505081,1586011,1627493,1803738,1942908,1658844,1881914,2006638,2018029,2024291,2097064,2033604,2038481,2037102,2118239,2181025,2177845,2311147,2579793,2640976
35006,Cibola County,383443,416004,470999,518831,523745,549460,571065,561355,545203,545261,563859,607804,631322,651159,655459,647530,631112,649036,654657,685048,683937,718530,789388
35007,Colfax County,342335,353122,367781,387554,426026,450848,473558,470756,450440,467730,521581,476386,484484,490264,459422,459012,449330,454121,461352,461250,510279,553223,602844
35009,Curry County,1312180,1368063,1469253,1660165,1738400,1832884,1921149,2003277,2127238,2324890,2513496,2702195,2779675,2882101,2812504,2901770,3119322,3094923,3223165,3306820,3480857,3901646,4072131
35011,DeBaca County,46931,48624,46648,50651,50750,67788,54211,55367,47729,51517,70457,70364,64357,73619,75238,84394,75427,79154,78141,80702,90073,99778,115063
35013,Dona Ana County,3859157,4109326,4542847,5033775,5498162,5634617,5878956,5984621,6339660,6735912,6624347,6378111,6473609,6667798,6866425,7095984,7305489,7605805,8073556,7997018,8899362,9640797,10565364
35015,Eddy County,2129263,2208288,2458043,2543142,2850634,3056220,3435340,4022129,3483868,4136569,4821155,5209630,5632500,6198806,5329720,4728170,5386793,6534467,7354740,5904338,7702986,10150676,9988981
35017,Grant County,564396,537770,548612,626744,734814,832451,861366,977065,829586,845956,1020128,1115389,1191789,1191840,1130626,1074508,1173074,1149737,1143874,1063366,1333775,1545970,1590568
35019,Guadalupe County,76439,77190,80100,85840,84936,98323,101265,102639,99774,110969,119489,121970,131550,139393,144394,150173,138094,152932,156632,158892,184339,216923,238071
35021,Harding County,67886,57520,71978,75017,104608,98303,94233,121753,116909,137930,140694,105774,108604,125617,66205,54871,47665,49717,38345,36639,52034,70469,48515
35023,Hidalgo County,86364,86824,87378,95106,110463,134020,144269,161475,173586,171003,173640,203279,188801,190565,189534,187560,186280,204061,217840,212307,231450,234177,254960
35025,Lea County,1932058,1871253,2134570,2476038,3068439,3884844,4484905,5070099,3957711,4284180,4989259,5345024,5709660,6174632,4992668,4115554,4776874,6228704,6646822,5221038,7481360,10738558,10425806
35027,Lincoln County,381520,421738,438439,455549,454799,480151,533991,548242,542004,554479,566754,626535,608431,616771,641359,636660,628543,667277,694739,740414,724350,775289,848868
35028,Los Alamos County,1601129,1791805,1958848,2015752,2119250,1992723,1952820,2009938,2024501,2119348,2148437,2087331,1924552,1905672,1918241,2150320,2231836,2308271,2356013,2478939,2648460,2973481,3487702
35029,Luna County,381862,433203,468804,487398,556791,612735,654201,653005,621919,697492,679537,717323,757219,776905,808842,818093,800534,841738,882773,913839,985423,1064209,1154999
35031,McKinley County,1658876,1674814,1752201,1788454,1825811,1961758,2034300,2211727,2221025,2245673,2431414,2468957,2494457,2462389,2518388,2289179,2227566,2394067,2676566,2502608,2533044,2673919,2879914
35033,Mora County,59733,64675,67387,70974,69996,71880,75814,99434,134090,161991,167187,146576,145463,168765,154379,128638,94359,108871,108689,105959,121166,121753,143774
35035,Otero County,1525723,1665316,1754628,1868723,1935987,2053974,2111378,2157680,2234795,2482459,2597622,2607843,2602211,2590536,2624465,2692504,2683571,2783795,2858197,2984341,3185945,3423019,3581645
35037,Quay County,192696,184371,197359,218336,241217,263922,253177,256815,251901,258773,261884,252032,271327,282506,262939,282356,283470,295428,311090,308603,338349,380603,369110
35039,Rio Arriba County,1035619,1056169,1289827,1383891,1677738,1715642,1840031,2042933,1543805,1527137,1553792,1323761,1259625,1341322,1065437,1013245,1035508,1097853,1102089,1018331,1175479,1304968,1290272
35041,Roosevelt County,363037,402291,394078,471427,457437,462706,522822,614188,458508,571881,618017,621860,624156,631857,579805,621826,671658,673195,691345,672399,773123,937063,879243
35043,Sandoval County,2884585,2668807,3818747,5937696,5071301,4812219,4028832,3156383,4767304,4551005,3963635,3583988,3315681,3328674,3319415,3426231,3497474,3556671,3972109,3944546,4285055,4874900,5389854
35045,San Juan County,4184875,4041699,4555564,5047957,5781027,6164652,6616461,7287436,6334081,6333241,6601191,6456648,6507817,6844012,6262988,5645360,5756828,5760914,5823724,5311398,5902220,6673186,6822347
35047,San Miguel County,457287,496591,513791,537729,549370,591443,630172,633768,644732,651322,663354,674346,642206,680629,665684,657401,646624,687808,714831,681976,743709,777744,854409
35049,Santa Fe County,4111990,4541392,4539148,4856472,5155687,5656724,6065436,6423726,6047251,6132451,6104558,6137016,6349320,6676776,6694581,6855897,6940839,7251948,7463080,7252660,8235741,8703754,9278913
35051,Sierra County,187660,181815,184009,198348,216149,222928,231374,244592,239958,266910,257698,266792,260559,264817,276528,285145,281364,289287,306581,330216,359141,379335,396109
35053,Socorro County,294937,325995,332262,372767,404630,414249,423955,450008,422192,454460,459082,479885,473997,475884,488769,496724,489513,495081,513543,512225,546621,604749,646286
35055,Taos County,595634,644056,683634,712999,763505,822389,868708,931670,911625,882741,923602,946832,920436,987571,916498,931144,966871,1026755,1058188,996592,1147700,1259724,1352954
35057,Torrance County,209909,209589,245625,259488,264750,272874,274482,271817,257767,273371,295172,315528,317276,344091,387925,374398,370883,400344,411771,450631,576822,699725,763128
